episode,timestep,reward
1082,175392,4.0
1084,175616,4.5
1085,175840,5.0
1088,176288,4.3333
1089,176512,5.0
1092,176960,4.3333
1095,177408,5.0
1096,177632,4.0
1099,178080,4.0
1100,178304,5.0
1102,178528,3.0
1103,178752,4.0
1106,179200,3.6667
1107,179424,3.0
1110,179872,5.0
1113,180320,4.0
1114,180544,4.0
1117,180992,4.3333
1118,181216,5.0
1121,181664,4.0
1124,182112,5.0
1125,182336,5.0
1128,182784,3.3333
1129,183008,3.0
1131,183232,4.0
1132,183456,3.0
1135,183904,3.0
1136,184128,5.0
1139,184576,4.0
1142,185024,5.0
1143,185248,5.0
1146,185696,4.0
1147,185920,3.0
1149,186144,4.5
1150,186368,3.0
1153,186816,4.3333
1154,187040,5.0
1157,187488,4.3333
1160,187936,5.0
1161,188160,4.0
1164,188608,4.6667
1165,188832,5.0
1167,189056,4.5
1168,189280,4.0
1171,189728,4.6667
1172,189952,5.0
1175,190400,5.3333
1176,190624,5.0
1178,190848,5.0
1179,191072,5.0
1182,191520,5.0
1183,191744,5.0
1186,192192,4.6667
1189,192640,5.3333
1190,192864,6.0
1193,193312,5.0
1194,193536,5.0
1196,193760,6.0
1197,193984,6.0
1200,194432,5.0
1201,194656,5.0
1204,195104,4.6667
1207,195552,4.6667
1208,195776,5.0
1211,196224,4.6667
1212,196448,5.0
1214,196672,5.5
1215,196896,5.0
1218,197344,5.0
1219,197568,6.0
1222,198016,5.6667
1225,198464,5.3333
1226,198688,6.0
1229,199136,4.6667
1230,199360,5.0
1233,199808,5.0
1236,200256,5.0
1237,200480,6.0
1240,200928,5.3333
1241,201152,6.0
1243,201376,3.5
1244,201600,5.0
1247,202048,5.0
1248,202272,5.0
1251,202720,6.0
1254,203168,5.3333
1255,203392,6.0
1258,203840,4.6667
1259,204064,6.0
1261,204288,5.5
1262,204512,6.0
1265,204960,5.0
1266,205184,6.0
1269,205632,5.3333
1272,206080,6.0
1273,206304,5.0
1276,206752,5.6667
1277,206976,5.0
1279,207200,7.5
1280,207424,6.0
1283,207872,5.3333
1284,208096,5.0
1287,208544,5.6667
1288,208768,8.0
1290,208992,5.0
1291,209216,6.0
1294,209664,6.3333
1295,209888,6.0
1298,210336,7.0
1301,210784,7.6667
1302,211008,5.0
1305,211456,6.3333
1306,211680,5.0
1308,211904,8.0
1309,212128,6.0
1312,212576,7.3333
1313,212800,10.0
1316,213248,7.6667
1319,213696,10.0
1320,213920,9.0
1323,214368,9.0
1324,214592,9.0
1326,214816,7.5
1327,215040,6.0
1330,215488,9.0
1331,215712,5.0
1334,216160,9.0
1337,216608,10.3333
1338,216832,12.0
1341,217280,9.6667
1342,217504,6.0
1345,217952,6.6667
1348,218400,7.6667
1349,218624,6.0
1352,219072,9.6667
1353,219296,8.0
1355,219520,9.0
1356,219744,10.0
1359,220192,9.0
1360,220416,10.0
1363,220864,7.6667
1366,221312,7.3333
1367,221536,8.0
1370,221984,8.6667
1371,222208,9.0
1373,222432,8.0
1374,222656,10.0
1377,223104,9.6667
1378,223328,2.0
1381,223776,11.6667
