id,depart,duration,arrival,train,communication,alpha,select_times,data_quality
35,350.00,344.0,694.00,178.89824839088837,28.270091121503068,10,4,0.36474666666666666
36,360.00,274.0,634.00,164.40730383693037,28.47860204139664,10,4,0.38538666666666666
37,370.00,499.0,869.00,185.8245675973464,30.500186424053286,10,3,0.6267866666666666
38,380.00,187.0,567.00,196.38870067738958,28.819784247111105,10,3,0.44640666666666673
39,390.00,193.0,583.00,170.56791332904348,30.97749667637664,3,2,0.5453933333333333
4,40.00,332.0,372.00,172.66952118093786,28.46317594808996,5,1,0.38908
40,400.00,180.0,580.00,178.03094951149134,38.56671360824683,10,4,0.4897333333333333
41,410.00,433.0,843.00,165.60946668841902,27.41018656933736,10,3,0.4246666666666667
42,420.00,245.0,665.00,172.9550338815462,34.56852903708452,5,1,0.6339733333333333
43,430.00,213.0,643.00,184.99915081638076,35.23991112346685,10,2,0.6380133333333333
44,440.00,393.0,833.00,181.30199170529107,29.69302192432868,10,2,0.48516
45,450.00,182.0,632.00,178.3021978290092,37.38670210703588,10,3,0.62664
46,460.00,287.0,747.00,158.74410158438943,19.650074874932336,10,2,0.43514
47,470.00,76.0,546.00,167.28307843242237,23.544707723265113,5,2,0.36490666666666666
48,480.00,134.0,614.00,197.13661223805383,21.162831743054255,10,1,0.45893333333333336
49,490.00,59.0,549.00,210.1167672557063,30.0006980598107,10,4,0.37440666666666667
5,50.00,411.0,461.00,204.44890140764855,27.9841152651341,10,1,0.43392000000000003
50,500.00,184.0,684.00,179.15485696678715,41.296544753454256,10,3,0.4462066666666667
51,510.00,310.0,820.00,183.9913022897045,23.985525984686603,10,2,0.4866933333333333
52,520.00,92.0,612.00,193.02418691684707,18.52931260600291,10,3,0.4850933333333333
53,530.00,399.0,929.00,144.88218833124563,24.08059679903341,10,3,0.49213999999999997
54,540.00,408.0,948.00,199.7597819381519,32.8018466610069,10,4,0.36476666666666663
56,560.00,175.0,735.00,169.14277047966564,21.614771738519316,10,2,0.51046
57,570.00,79.0,649.00,204.46855826921956,24.838784816345463,10,3,0.4869133333333333
58,580.00,247.0,827.00,128.8286849617714,25.351279939138696,3,3,0.6355733333333333
59,590.00,257.0,847.00,181.4571396567488,31.458170200670274,10,3,0.3991533333333333
6,60.00,371.0,431.00,171.67777035134318,35.08940024858642,10,3,0.36824666666666667
60,600.00,197.0,797.00,165.43884562343186,36.513751663866756,5,4,0.43735333333333337
61,610.00,126.0,736.00,195.62396203419988,24.219087840890438,5,1,0.51584
62,620.00,167.0,787.00,202.63663131965868,28.931814963876363,10,4,0.5598333333333333
63,630.00,201.0,831.00,178.96605525810872,33.05869218066164,5,3,0.4439133333333334
64,640.00,80.0,720.00,207.13855855300002,27.918439260674923,10,4,0.44744000000000006
65,650.00,149.0,799.00,170.90251301210117,31.732404003162152,10,4,0.5625733333333333
68,680.00,143.0,823.00,163.08202240543756,25.315422054242177,10,2,0.5141
69,690.00,262.0,952.00,186.7090584984301,25.3032307369499,10,2,0.6303866666666667
7,70.00,139.0,209.00,201.61623826110892,42.726003892355266,10,1,0.36466
75,750.00,191.0,941.00,169.62531868987884,35.39289550731826,10,1,0.5716133333333333
76,760.00,77.0,837.00,177.6485041403318,26.226347135861758,10,3,0.5154666666666666
77,770.00,68.0,838.00,155.38813766638958,28.069856144855862,10,1,0.6100133333333333
8,80.00,268.0,348.00,178.39325488475856,28.94023871823958,10,1,0.6390066666666666
80,800.00,5.0,805.00,193.94745648268895,31.95704035808474,10,4,0.5741599999999999
82,820.00,84.0,904.00,156.22110089592528,33.735941671023156,5,3,0.5143133333333333
85,850.00,144.0,994.00,180.07541778172538,33.49228574553668,5,1,0.5444933333333333
88,880.00,92.0,972.00,142.11266578409783,24.665446259209943,10,2,0.63208
9,90.00,268.0,358.00,175.48120688617144,30.593032926168068,10,2,0.5624466666666665
